id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,country,currency
1177108072524515524,Beachfront surfer's paradise!,258674948,Hillary,Honolulu,Waianae,21.47854,-158.22307,Entire home/apt,85.0,30,0,nan,nan,1,116,0,nan,"Hawaii, Hawaii, United States",unknown
1063058212676504354,Masseria Pietramia,34024984,Alessandra,Bari,Monopoli,40.8924317,17.2352982,Entire home/apt,148.0,3,3,2024-07-27,0.51,1,179,3,IT072030C200088136,"Puglia, Puglia, Italy",unknown
898428598357821374,Budget Twin Room in Camden-Kings Cross,467745580,Alan,nan,Camden,51.53641,-0.13752,Private room,66.0,1,19,2024-08-16,1.36,15,59,9,nan,"London, England, United Kingdom",unknown
1145456183811818459,1 Bedroom with Breathtaking City Views,22630928,Next Level,nan,Melbourne,-37.82172629433272,144.96364876619177,Entire home/apt,117.0,3,2,2024-08-05,0.51,46,148,2,nan,"Melbourne, Victoria, Australia",unknown
1132286729245259473,Άνετο δωμάτιο με υδρομασάζ,3074032,Vagelis,nan,Μυκόνου (Μykonos),37.4213,25.3425,Private room,124.0,1,1,2024-05-15,0.23,2,2,1,1279779,"Stockholm, Stockholms lÃ¤n, Sweden",unknown
29567712,"Georgia's central, cozy apartment!",218974272,Georgia & Nikos,nan,Χανίων,35.51427,24.02632,Entire home/apt,nan,3,26,2024-09-13,0.39,1,2,8,00002822056,"Crete, Crete, Greece",unknown
643878590309111774,La casa di Nonna Sisina Camera Franchino,462822450,Sante,Bari,Mola di Bari,41.0600633,17.0882794,Private room,80.0,1,1,2022-08-29,0.04,2,241,0,nan,"Puglia, Puglia, Italy",unknown
32934589,Aconchegante quarto p/ casal c/ banheiro privativo,10635262,Elizabeth,nan,Copacabana,-22.97343,-43.18995,Private room,164.0,1,30,2024-09-15,0.5,2,82,12,nan,"Rio de Janeiro, Rio de Janeiro, Brazil",unknown
670706005214293920,Casa  Luíz I - Central and Comfortable T1,469329176,Paulo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13847,-8.6096,Entire home/apt,59.0,2,119,2024-09-12,4.54,4,86,58,91367/AL,"Porto, Norte, Portugal",unknown
927946773248046564,Beautiful appartment Østerbro,4779352,Anne,nan,Nrrebro,55.7051739,12.556676,Entire home/apt,1000.0,1,0,nan,nan,2,228,0,nan,"Copenhagen, Hovedstaden, Denmark",unknown
1032000250237562066,MRR: Kaanapali Ali'i Ground Floor 6BR+DEN,39073224,Maui Resort Rentals,Maui,Lahaina,20.917923,-156.696267,Entire home/apt,1792.0,5,0,nan,nan,526,205,0,"440080220136, TA-175-718-1952-01","Hawaii, Hawaii, United States",unknown
13881135,****THE SUITE LIFE DUPLEX****,923465,Kila,Brooklyn,Bedford-Stuyvesant,40.68976,-73.93912,Private room,85.0,30,71,2024-10-03,0.71,2,353,1,nan,"New York City, New York, United States",unknown
1003600342814146961,Newport garden house near beach,241917411,Wei,Newport,Middletown,41.51728,-71.28341,Entire home/apt,339.0,2,19,2024-09-28,2.01,1,320,19,RE.04765-STR,"Rhode Island, Rhode Island, United States",unknown
13058170,Acitrezza mare ampio bivani immerso nel verde,72312204,Marco,nan,Aci Castello,37.56121,15.15707,Entire home/apt,79.0,4,0,nan,nan,2,362,0,nan,"Sicily, Sicilia, Italy",unknown
746313968178974859,E Palo Alto Home 3 Mi to Stanford University!,126644161,Evolve,nan,East Palo Alto,37.46878153172797,-122.15324907575608,Entire home/apt,250.0,2,29,2024-07-14,1.29,8,323,15,nan,"San Mateo County, California, United States",unknown
2474884,Copenhagen Family House with Garden,2332582,Gry,nan,Amager Vest,55.63902,12.60099,Entire home/apt,2200.0,2,1,2024-03-30,0.16,1,352,1,nan,"Copenhagen, Hovedstaden, Denmark",unknown
1004451536213955003,Peaceful home with mountain view,16253046,Christina,nan,Ward 62,-34.01003,18.43049,Entire home/apt,1990.0,2,21,2024-05-23,1.85,2,216,21,nan,"Cape Town, Western Cape, South Africa",unknown
1180699200250936859,"Eclectic Escape, 5 bed, 4 mins to Nationwide",52902268,Erica,nan,Near South,39.94746,-82.96927,Entire home/apt,186.0,2,2,2024-08-28,1.76,1,258,2,2024-1707,"Columbus, Ohio, United States",unknown
678115137268546069,İstanbul Yeşilköy mahallesinde konaklama,471267936,Davud,nan,Bakirkoy,40.9582636,28.8266406,Private room,1757.0,1,7,2024-09-09,0.27,6,349,2,Exempt,"Istanbul, Marmara, Turkey",unknown
38628590,Alosanthos Private residence,295033136,Tilla,nan,Φολεγάνδρου (Folegandros),36.62949,24.92059,Entire home/apt,219.0,2,48,2024-09-19,1.24,1,164,15,10714340000,"Stockholm, Stockholms lÃ¤n, Sweden",unknown
1152005366354085735,Luxury Seaview Apartment,258027120,Michael,nan,Μαλεβιζίου,35.41066186130912,25.01509732737733,Entire home/apt,142.0,2,10,2024-09-23,2.22,4,223,10,00002619620,"Crete, Crete, Greece",unknown
23029896,Modern 2 bedroom apartment in central Dublin,81042604,Jacob And Emma,Dublin City Council,North Inner City LEA-7,53.34818,-6.231,Entire home/apt,nan,2,1,2018-07-13,0.01,1,0,0,nan,Ireland,unknown
5830110,Nice room close to the central city,30262143,Isabel,nan,Nrrebro,55.6895,12.56288,Private room,nan,3,307,2024-09-27,2.68,1,4,26,nan,"Copenhagen, Hovedstaden, Denmark",unknown
29039021,Spectacular Beverly Hills Villa Home Infinity Pool View,34542133,Shelly,City of Los Angeles,Beverly Crest,34.11531,-118.4266,Entire home/apt,4500.0,30,2,2019-12-20,0.03,3,365,0,HSR20-000241,"Los Angeles, California, United States",unknown
832026840280098281,Elegant Victorian apartment,502195315,Sasan,nan,Kingston upon Thames,51.4154124,-0.2876109,Entire home/apt,130.0,3,27,2024-08-12,1.63,1,162,16,nan,"London, England, United Kingdom",unknown
1127626780506452267,Zimmer in Giesing,119223020,Marita,nan,Obergiesing,48.11372438876702,11.586378030559963,Private room,104.0,2,20,2024-09-22,4.35,1,31,20,nan,"Munich, Bavaria, Germany",unknown
20965015,Appartement tout confort avec piscine,150814203,Borderon,nan,Castell-Platja d'Aro,41.82226,3.06777,Entire home/apt,235.0,7,3,2024-08-18,0.05,1,358,1,HUTG-023253,"Girona, Catalonia, Spain",unknown
1101471627439761717,Reis de Gaia - 204,564467263,Alex,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13523,-8.61273,Entire home/apt,44.0,2,5,2024-08-25,0.88,16,28,5,10427,"Porto, Norte, Portugal",unknown
900403171907776426,Şişli merkezinde temiz konaklama (oda),510907140,Oğuzhan,nan,Sisli,41.0733831,28.9950791,Private room,550.0,100,0,nan,nan,1,364,0,nan,"Istanbul, Marmara, Turkey",unknown
1011398074243746599,7-Mins to MRT Da'an Station | Xinyi District,522531459,Taipei,nan,大安區,25.03176,121.54636,Private room,823.0,1,0,nan,nan,30,235,0,nan,"Taipei, Northern Taiwan, Taiwan",unknown
584777038348646882,"Cheerful, Comfortable & Cozy - White Suite",32401334,Natalie,nan,San Jose,37.25933,-121.83642,Entire home/apt,142.0,7,27,2024-08-03,0.98,4,313,4,nan,"Santa Clara County, California, United States",unknown
13396482,Comfortable room with en-suite shower in New Cross,76215109,David,nan,Lewisham,51.47676,-0.0332,Private room,65.0,5,76,2023-05-19,0.85,1,133,0,nan,"London, England, United Kingdom",unknown
864723747342467351,Cozy Bedroom in Spacious House w/ Private Office,11325609,Michelle,nan,Near South,39.92683,-82.99385,Private room,53.0,31,0,nan,nan,1,364,0,nan,"Columbus, Ohio, United States",unknown
1095738802609848062,Xmas in Hawaii? Scenic 1 Bedroom,173406428,Julie,Maui,Lahaina,20.9458405,-156.6884916,Private room,300.0,7,0,nan,nan,1,180,0,Exempt,"Hawaii, Hawaii, United States",unknown
50755653,Wabi Sabi Woollahra apartment,384588269,Kate,nan,Woollahra,-33.88571,151.24576,Entire home/apt,500.0,90,0,nan,nan,1,267,0,nan,"Sydney, New South Wales, Australia",unknown
1073208850359673898,Quiet apartment in the Old Town,505392372,David,nan,Praha 1,50.08951709999999,14.4212243,Entire home/apt,4088.0,2,39,2024-09-10,5.76,8,300,39,nan,"Prague, Prague, Czech Republic",unknown
18895717,Modern Tiny Home in Trendy Walkable Neighborhood!,45821537,Kurt & Morgan,nan,District 20,36.16023,-86.8526,Entire home/apt,106.0,1,559,2024-09-01,6.31,1,153,80,nan,"Nashville, Tennessee, United States",unknown
15423535,Studio entre canal st martin et buttes-chaumont,13200430,Thibault,nan,Entrepôt,48.87584,2.36964,Entire home/apt,nan,19,10,2024-03-03,0.12,1,0,7,7511006556516,"Pays Basque, PyrÃ©nÃ©es-Atlantiques, France",unknown
897359978944377291,Allunga.,84586909,Great Ocean Road Holidays,nan,Surf Coast,-38.54347,143.96924,Entire home/apt,458.0,2,0,nan,nan,549,353,0,nan,"Barwon South West, Vic, Victoria, Australia",unknown
1083761247134507655,Beautiful apartment in Paris 16,427647676,Florent,nan,Passy,48.84423,2.25849,Entire home/apt,500.0,5,0,nan,nan,1,263,0,7511611564916,"Pays Basque, PyrÃ©nÃ©es-Atlantiques, France",unknown
1610201,"Stylish 2-Bed Terrace with Private Deck, Melbourne",6331086,Lisa,nan,Melbourne,-37.78715,144.94111,Entire home/apt,213.0,2,237,2024-08-15,1.78,1,66,20,nan,"Melbourne, Victoria, Australia",unknown
1095731526084120638,Amazing Male Twin Shared Room | Brooklyn,303156931,Leo,Brooklyn,Bushwick,40.68997,-73.90972,Shared room,33.0,30,0,nan,nan,39,269,0,nan,"New York City, New York, United States",unknown
1180349453029397379,Double bedroom,49285632,Teresa,nan,Dublin City,53.37253,-6.23769,Private room,61.0,2,6,2024-08-31,3.33,4,28,6,nan,"Dublin, Leinster, Ireland",unknown
839091714197486100,Henry Suite - Appartamento con balcone,4483865,Patrizio,nan,XII Monte Verde,41.8629043,12.4420102,Entire home/apt,250.0,1,0,nan,nan,1,342,0,nan,"Rome, Lazio, Italy",unknown
19573347,"Spacious, Stylish, & Cozy Suite",123890879,Peggy & Paul,nan,Hennepin,44.98595,-93.24586,Entire home/apt,147.0,2,218,2024-09-08,2.66,1,213,33,STR-396775,"Twin Cities MSA, Minnesota, United States",unknown
11551411,B&B Vacanze a Roma - Double Room,60766127,Vacanze A Roma,nan,XI Arvalia/Portuense,41.87044,12.46789,Private room,nan,1,14,2021-11-09,0.24,3,0,0,nan,"Rome, Lazio, Italy",unknown
943400520672461632,Splendide appartement au cœur du 8eme,517515174,Barnes,nan,Élysée,48.87586,2.31856,Entire home/apt,1352.0,1,0,nan,nan,122,48,0,7510809404610,"Pays Basque, PyrÃ©nÃ©es-Atlantiques, France",unknown
36311744,Amazing modern flat in London!,62201397,Nathan,nan,Ealing,51.50595,-0.30085,Entire home/apt,nan,3,3,2019-08-10,0.05,1,0,0,nan,"London, England, United Kingdom",unknown
1201796583875880444,Toronto Best Room,575763805,Glaucia,nan,Corso Italia-Davenport,43.68219352468948,-79.44931378071074,Private room,29.0,28,0,nan,nan,16,362,0,nan,"Trentino, Trentino-Alto Adige/SÃ¼dtirol, Italy",unknown
915676882865192029,Vincesilhouse,121818146,Maria Emanuela,Bari,Mola di Bari,41.0619823,17.0880175,Entire home/apt,69.0,1,27,2024-09-19,1.8,1,350,19,IT072028C200080144,"Puglia, Puglia, Italy",unknown
51390763,Golden Apartment,416193628,Fabio,nan,Marsala,37.79375,12.43979,Entire home/apt,nan,3,13,2024-08-06,0.34,1,0,7,19081011C207092,"Sicily, Sicilia, Italy",unknown
4314366,Family Home In Killaloe Village,15659116,Damian,Clare County Council,Killaloe LEA-5,52.80214,-8.44009,Entire home/apt,nan,7,61,2023-01-04,0.52,1,0,0,nan,Ireland,unknown
50127617,The Hamlet 2 Holiday Home,118538195,Baron Holiday Homes,nan,Ghasri,36.06598,14.21641,Entire home/apt,354.0,1,13,2024-08-03,0.36,90,199,7,nan,Malta,unknown
867429474765842828,Deluxe Double Bedroom,444801189,The Chapter Hotels,nan,Westminster,51.5154784835058,-0.1656331159380092,Private room,123.0,1,5,2023-11-04,0.33,33,320,1,nan,"London, England, United Kingdom",unknown
1133497972212515163,Sky Luxury/Free Parking/Downtown/Pool/Gym/K'Bed,169096992,Abraham,nan,District 14,32.78254020772258,-96.7980480867213,Entire home/apt,121.0,1,62,2024-11-08,8.77,4,264,62,nan,"Dallas, Texas, United States",unknown
963250409293109602,Lindo apartamento com 2 quartos,59787798,Marcus Vinicius De Sousa,nan,Freguesia (Jacarepaguá),-22.9349,-43.32853,Entire home/apt,376.0,2,11,2024-09-22,0.92,1,245,11,nan,"Rio de Janeiro, Rio de Janeiro, Brazil",unknown
53959687,ZA Mar 2024 Discount! 新裝修灣仔1房 9B@ 太古廣場三座,6067974,Wilson,nan,Wan Chai,22.27688,114.17042,Entire home/apt,900.0,30,0,nan,nan,63,364,0,nan,"Hong Kong, Hong Kong, China",CNY
16099920,'Serenity on Centennial',11055877,Julie,Thames-Coromandel District,Mercury Bay Ward,-36.80143,175.70768,Private room,185.0,2,97,2024-09-30,1.12,1,212,1,nan,New Zealand,unknown
876593998752050979,Luxury Connemara Mansion,406268356,Shane,Galway County Council,Conamara South LEA-5,53.27776,-9.53562,Entire home/apt,1450.0,2,1,2024-06-26,0.38,4,363,1,nan,Ireland,unknown
992894948527702418,Céntrico a 5 mins de la playa,539885112,Ainara,Vizcaya,Gorliz,43.4133,-2.93816,Entire home/apt,nan,4,5,2024-04-22,0.44,1,364,5,nan,"Euskadi, Euskadi, Spain",unknown
548387302093373532,Vista sobre a cidade - Suite com Varanda,442058255,Ceuta Terrace,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14924,-8.61287,Private room,186.0,1,2,2024-08-30,0.64,4,299,2,1104213,"Porto, Norte, Portugal",unknown
1086635652656032970,The Pawsome Getaway,221075043,Tea Gardens Real Estate,nan,Mid-Coast,-32.66366,152.17395,Entire home/apt,212.0,1,2,2024-04-09,0.26,112,336,2,PID-STRA-42340,"Mid North Coast, New South Wales, Australia",unknown
50696116,Heated Pool Haven w Hot Tub ･ Downtown 3 mi,293556347,UrbanStay,nan,78702,30.2612724,-97.6975041,Entire home/apt,376.0,1,124,2024-08-18,3.18,26,343,21,nan,"Austin, Texas, United States",unknown
1135072522314803494,Casa Condesa Hip Neighborhood 3R,151008385,Ella,nan,Cuauhtémoc,19.4099762,-99.1683086,Entire home/apt,2450.0,2,5,2024-09-21,1.15,1,238,5,nan,"Mexico City, Distrito Federal, Mexico",unknown
1167202873926440339,The Lodge,53950326,C,nan,Merton,51.40616,-0.21974,Entire home/apt,107.0,5,1,2024-09-06,1.0,9,158,1,nan,"London, England, United Kingdom",unknown
1178179934481687951,Appartement met een rustige centrale ligging,42622343,Bram,nan,Centrum-Oost,52.36033,4.89304,Entire home/apt,214.0,3,1,2024-08-10,1.0,1,247,1,0363 CA3F 79A3 D2A2 3161,"Amsterdam, North Holland, The Netherlands",unknown
40768103,"Eilandje Antwerp ""Super Penthouse"" Marina 🎯",227662565,Jan,nan,Eilandje,51.23048,4.4063,Entire home/apt,nan,2,0,nan,nan,1,0,0,nan,"Antwerp, Flemish Region, Belgium",unknown
9942594,Cozy Room in Queensway with a view (Room 3),34649530,Prim,Central Region,Queenstown,1.28686,103.80238,Private room,75.0,180,0,nan,nan,5,365,0,nan,"Singapore, Singapore, Singapore",unknown
937281757354562092,Brand new 2BD Modern Apt near MQ shopping centre,137278159,Likehome,nan,Ryde,-33.7811661,151.1145823,Entire home/apt,188.0,2,26,2024-08-10,2.03,40,0,23,PID-STRA-50498,"Sydney, New South Wales, Australia",unknown
15937100,"Ruzafa, 110m2, brigth, conditioned air",103435868,Maria,L'EIXAMPLE,RUSSAFA,39.46004,-0.37506,Entire home/apt,160.0,3,21,2024-08-19,0.22,2,180,3,VT-38641-V,"Valencia, Valencia, Spain",unknown
895587850069550283,super villa avec piscine,502591433,Francois,nan,Sciacca,37.48888,13.20934,Entire home/apt,230.0,4,1,2023-07-11,0.07,2,365,0,nan,"Sicily, Sicilia, Italy",unknown
710597969640767804,Liquid house B 》 cozy private /2mins from MRT,39788305,Wirin,nan,Huai Khwang,13.781941292113006,100.57487435713016,Entire home/apt,750.0,2,64,2024-08-12,2.72,2,339,31,nan,"Bangkok, Central Thailand, Thailand",unknown
18865127,Cosy appartment in Montmartre,2757058,Edouard,nan,Buttes-Montmartre,48.89045,2.34037,Entire home/apt,nan,365,0,nan,nan,1,0,0,nan,"Pays Basque, PyrÃ©nÃ©es-Atlantiques, France",unknown
17905795,Flat com serviços em Ipanema,13006238,Priscilla,nan,Ipanema,-22.98413,-43.20692,Entire home/apt,5000.0,2,18,2018-08-26,0.2,2,90,0,nan,"Rio de Janeiro, Rio de Janeiro, Brazil",unknown
1226538669052914963,Seabreeze Sky Residence 3bd/2ba MDR+Venice+SM,495763366,Amalfi,Unincorporated Areas,Marina del Rey,33.97826,-118.45861,Entire home/apt,318.0,2,1,2024-09-03,1.0,3,339,1,nan,"Los Angeles, California, United States",unknown
1126802221278186223,Appartement cosy Bordeaux centre,17964064,Victor,Bordeaux,Centre ville (Bordeaux),44.84351,-0.58692,Entire home/apt,102.0,2,15,2024-08-31,2.85,1,44,15,3306301149895,"Bordeaux, Nouvelle-Aquitaine, France",unknown
54379876,Self Catering Accommodation Dolla Nenagh,114721847,Sharon,Tipperary County Council,Newport LEA-4,52.793648,-8.187572,Private room,119.0,7,0,nan,nan,1,269,0,nan,Ireland,unknown
34707439,MCJ's Do Drop In,261777585,Deborah,York,Canterbury,45.98963,-67.46965,Entire home/apt,115.0,1,150,2024-09-22,2.3,1,333,28,nan,"New Brunswick, New Brunswick, Canada",unknown
16246926,nest,10270651,Tamta,nan,Alsergrund,48.23066,16.35493,Entire home/apt,nan,3,0,nan,nan,1,0,0,nan,"Vienna, Vienna, Austria",unknown
19280961,Stunning apt in front of the Royal Palace,26949088,Carla,Centro,Palacio,40.41853,-3.71193,Entire home/apt,362.0,2,123,2024-07-15,1.5,3,263,15,nan,"Malaga, AndalucÃ­a, Spain",unknown
4142070,Calavà Villa Rosa  terrace on the Aeolian Islands,21487358,Antonino,nan,Gioiosa Marea,38.18424,14.9112,Entire home/apt,65.0,7,1,2015-06-29,0.01,1,365,0,nan,"Sicily, Sicilia, Italy",unknown
16521785,Modern Nats Park/Capitol Hill Home,108624574,Eno,nan,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8762,-77.00938,Entire home/apt,190.0,31,205,2022-05-24,2.19,2,90,0,nan,"Washington, D.C., District of Columbia, United States",unknown
1227461931585676025,Luxury flat in the centre of Madrid,594953049,Fernando,Centro,Justicia,40.42024,-3.69747,Entire home/apt,185.0,1,0,nan,nan,7,152,0,nan,"Malaga, AndalucÃ­a, Spain",unknown
1213179207818418384,Lake Front Oasis,111290342,Your Space Taupo,Taupo District,Taupō Ward,-38.69481,176.07964,Entire home/apt,179.0,1,6,2024-10-12,2.65,57,93,6,nan,New Zealand,unknown
729713939078378743,Stunning Lakeview 2 Bedroom Apartment,374915856,Bcr Property,Queenstown-Lakes District,Queenstown-Wakatipu Ward,-45.03423,168.67313,Entire home/apt,389.0,1,4,2024-07-10,0.21,120,242,2,nan,New Zealand,unknown
8857676,"Comfortable, bright and convenient Victorian home",17418854,Matthew,nan,Lewisham,51.45047,-0.03131,Entire home/apt,nan,2,26,2020-10-01,0.31,1,0,0,nan,"London, England, United Kingdom",unknown
53699200,"Monteverde, Bright Apartment with Garage",94052914,HomeTop,nan,XII Monte Verde,41.875595,12.447776,Entire home/apt,115.0,1,2,2022-07-03,0.07,46,1,0,id19517,"Rome, Lazio, Italy",unknown
50914766,Gotico Dreams,36098380,Kelly,Ciutat Vella,el Barri Gòtic,41.37897,2.1779,Private room,32.0,31,43,2024-08-19,1.23,4,68,2,Exempt,"Barcelona, Catalonia, Spain",unknown
675977211365332583,Your Bondi Beachside Haven - Car Park + 500m Beach,30171130,Rosa,nan,Waverley,-33.88688,151.27498,Entire home/apt,297.0,2,4,2024-08-27,0.48,2,10,4,PID-STRA-35154,"Sydney, New South Wales, Australia",unknown
16699672,Excellent amenities in great Islington location,110616847,Max,nan,Islington,51.54879,-0.08622,Private room,nan,1,0,nan,nan,1,0,0,nan,"London, England, United Kingdom",unknown
1155184091257844497,Lovely neighborhood!,146739287,Lissy,nan,78729,30.44122161378342,-97.76294432835866,Shared room,75.0,1,0,nan,nan,1,269,0,nan,"Austin, Texas, United States",unknown
53424656,Cosy appartement en résidence,36645599,Marie-Noëlle,Riviera-Pays-d'Enhaut,La Tour-de-Peilz,46.45693,6.85293,Entire home/apt,nan,30,1,2023-12-24,0.09,1,0,1,nan,"Vaud, Vaud, Switzerland",unknown
807776424851645929,Charming Apartment Near Polanco and Reforma,57464946,Ziren,nan,Miguel Hidalgo,19.4416327,-99.1720392,Entire home/apt,nan,1,5,2023-07-14,0.27,1,0,0,nan,"Mexico City, Distrito Federal, Mexico",unknown
696165842078928355,Private family design room for 4 centrally located,397795822,The Social Hub,nan,Leopoldstadt,48.22389,16.3897,Private room,nan,1,0,nan,nan,15,0,0,nan,"Vienna, Vienna, Austria",unknown
12196307,Tøyen (T-bane Station),65566560,Ali,nan,Gamle Oslo,59.91419,10.77527,Entire home/apt,1567.0,1,28,2023-11-06,1.01,1,365,2,nan,"Oslo, Oslo, Norway",unknown
46277754,Luxury Gulch home with rooftop,41294064,Alyssa,nan,District 17,36.14466,-86.78425,Entire home/apt,667.0,1,171,2024-09-16,3.65,1,221,44,nan,"Nashville, Tennessee, United States",unknown
1058893412727247534,The Fale,550295319,Karl,Auckland,Waitākere Ward,-36.93776008773833,174.57925888279803,Entire home/apt,199.0,2,4,2024-04-01,0.42,5,85,4,nan,New Zealand,unknown
912918973148895858,Stylish Mexico City Appartment,78148043,Eli,nan,Cuauhtémoc,19.43511100563748,-99.15165268690244,Entire home/apt,nan,2,47,2024-09-22,3.02,1,0,33,nan,"Mexico City, Distrito Federal, Mexico",unknown
868586430514935415,La Paz Market 3 C Madrid -Salamanca quarter,2509252,Montaber,Salamanca,Recoletos,40.4288394,-3.6853952,Entire home/apt,91.0,2,8,2024-07-21,0.55,21,145,6,nan,"Malaga, AndalucÃ­a, Spain",unknown
925052598930718282,"Deluxe room at, sukhumvit 16, 28sqm",434168399,Krittika,nan,Khlong Toei,13.72957573170278,100.56192372034717,Entire home/apt,1875.0,1,0,nan,nan,185,365,0,nan,"Bangkok, Central Thailand, Thailand",unknown
1091215657516562853,"Montmatre,au pied du Sacré Coeur",6849803,Marine,nan,Buttes-Montmartre,48.8836108,2.3421306,Entire home/apt,170.0,2,0,nan,nan,1,199,0,7511811759157,"Pays Basque, PyrÃ©nÃ©es-Atlantiques, France",unknown
1174588659021189591,Casa dei Fiori Colorful Apt,582264123,Sergio,Bari,Bari,41.1186832,16.8712742,Entire home/apt,102.0,1,2,2024-09-02,0.61,1,365,2,nan,"Puglia, Puglia, Italy",unknown
17466418,Peaceful Rotorua Haven with 24-hour private entry.,118152769,Jillian,Rotorua District,Area Outside Ward,-38.13724,176.19823,Entire home/apt,130.0,1,515,2024-10-05,5.53,1,227,96,nan,New Zealand,unknown
1177558201792147955,Jolie maison avec jardin,144972386,Anne-Sophie,Hortaleza,Palomas,40.45282,-3.61197,Entire home/apt,192.0,5,0,nan,nan,2,79,0,nan,"Malaga, AndalucÃ­a, Spain",unknown
26855774,Eudora Luxury Stone villa close to the beach,196312600,Pafos,nan,Αποκορώνου,35.44668,24.19906,Entire home/apt,681.0,3,3,2024-08-10,0.21,4,31,1,1066564,"Crete, Crete, Greece",unknown
737614403705512093,Daan park Flat (Cosy Single Room A),134666898,Tzuyu,nan,大安區,25.03241798141555,121.53899414045932,Private room,1013.0,2,65,2024-09-01,2.75,2,115,36,nan,"Taipei, Northern Taiwan, Taiwan",unknown
53853009,Gotham King Standard Hotel Room - Hudson Yard,435938215,Hudson River,Manhattan,Chelsea,40.75413,-73.99822,Private room,nan,1,8,2022-03-18,0.23,20,0,0,Exempt,"New York City, New York, United States",unknown
1243332060950945456,Gute öffentliche Verkehrsmittel zum Oktoberfest.,352679576,Christian,nan,Moosach,48.17937854868713,11.511060115225687,Entire home/apt,300.0,1,0,nan,nan,1,361,0,nan,"Munich, Bavaria, Germany",unknown
1125448675578203365,Loft privado en Narvarte Pte.,478487142,Andrea,nan,Benito Juárez,19.3924781,-99.1545232,Private room,729.0,1,40,2024-09-23,7.23,1,161,40,nan,"Mexico City, Distrito Federal, Mexico",unknown
20059029,Son CaldÉs,80839530,Homerti,nan,Llucmajor,39.47557,2.89773,Entire home/apt,250.0,7,9,2024-07-22,0.12,838,56,3,ETV/3535,"Mallorca, Islas Baleares, Spain",unknown
1064824781003062434,Cozy 2-Bed Bungalow in Sunnyside,9357373,Kara,nan,Sunnyside,39.7752634901839,-105.01255200564434,Entire home/apt,75.0,28,2,2024-02-18,0.26,1,68,2,2023-BFN-0052231,"Denver, Colorado, United States",unknown
988664557277390885,H9CD1* 2BD/3BA w/Balcony/Full Kitchen/Pool/Gym,249975084,StripViewSuites,nan,Unincorporated Areas,36.10636,-115.166,Entire home/apt,215.0,2,12,2024-08-28,1.14,162,93,12,nan,"Clark County, NV, Nevada, United States",unknown
966574996060639585,Taksim center luxury residence,501458217,Ammar,nan,Beyoglu,41.03862,28.98286,Private room,nan,100,0,nan,nan,1,269,0,nan,"Istanbul, Marmara, Turkey",unknown
788301415655396660,Spacious 2 bed w/parking,232967878,Diana,nan,SECOND WARD,42.64409,-73.75709,Entire home/apt,150.0,1,61,2024-09-29,2.71,22,86,24,nan,"Albany, New York, United States",unknown
32226120,Tiny home/Container Nature Homestead Farm Retreat,241809735,T,Hawaii,Hamakua,20.02803,-155.41591,Entire home/apt,167.0,2,164,2024-08-17,2.42,1,225,14,nan,"Hawaii, Hawaii, United States",unknown
628011296475430141,Casa de Valcova. Luxury suites with a pool at farm,156750208,Ilidio,SANTA MARIA DA FEIRA,"Canedo, Vale e Vila Maior",41.02442,-8.44363,Private room,110.0,2,5,2023-08-18,0.19,1,362,0,Exempt,"Porto, Norte, Portugal",unknown
654268745353325717,Newly Remodeled | Nearby Restaurants |Pet-Friendly,392856510,Michael,nan,78748,30.153809,-97.8295928,Entire home/apt,125.0,7,18,2024-08-01,0.67,1,165,4,nan,"Austin, Texas, United States",unknown
999331862587533763,mejor que tú mismo hogar,153640003,Bryan,nan,Álvaro Obregón,19.356187337663066,-99.2573054194158,Entire home/apt,1000.0,1,2,2023-10-21,0.17,1,55,2,nan,"Mexico City, Distrito Federal, Mexico",unknown
22569976,Cozy room in Mont Albert,37409556,Bronte,nan,Whitehorse,-37.81718,145.11297,Private room,nan,2,16,2018-07-06,0.2,1,0,0,nan,"Melbourne, Victoria, Australia",unknown
923038900262431103,(2F)beautiful sunny room,247236110,Ying,nan,Agincourt North,43.8090221,-79.2801606,Private room,40.0,28,2,2024-01-22,0.13,6,226,1,nan,"Trentino, Trentino-Alto Adige/SÃ¼dtirol, Italy",unknown
24551769,Cosy Cree home in West Clare close to Doonbeg,72874559,Barry,Clare County Council,Kilrush LEA-5,52.74386,-9.43054,Entire home/apt,180.0,2,43,2024-09-07,0.65,7,164,14,nan,Ireland,unknown
1088657456589266280,2 BD cozy fit 2 or 3 people,485782190,Nicolas,nan,Sai Kung,22.3207611,114.2570207,Entire home/apt,720.0,17,0,nan,nan,1,262,0,nan,"Hong Kong, Hong Kong, China",CNY
36480988,stefan süss,274294886,Stefan.,nan,Alsergrund,48.22867,16.35437,Entire home/apt,nan,2,0,nan,nan,1,0,0,nan,"Vienna, Vienna, Austria",unknown
